Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
03/02/26,133.26,4820022,-1.85,-1.37,-1.37,133.26,-25.11,129.50,134.46,128.59,-25.11
02/27/26,135.11,6498546,-1.86,-1.36,-1.36,135.11,-24.07,134.43,136.97,133.59,-24.07
02/26/26,136.97,7279628,4.95,3.75,3.75,136.97,-23.03,132.20,137.48,132.20,-23.03
02/25/26,132.02,7253347,6.36,5.06,5.06,132.02,-25.81,126.50,132.15,125.82,-25.81
02/24/26,125.66,4695980,2.70,2.20,2.20,125.66,-29.38,124.02,127.70,123.77,-29.38
02/23/26,122.96,6016476,-4.93,-3.85,-3.85,122.96,-30.90,127.09,128.15,119.94,-30.90
02/20/26,127.89,6475512,2.08,1.65,1.65,127.89,-28.13,125.29,128.00,124.08,-28.13
02/19/26,125.81,6228942,1.54,1.24,1.24,125.81,-29.30,123.84,126.04,122.67,-29.30
02/18/26,124.27,4518888,0.04,0.03,0.03,124.27,-30.17,124.18,126.02,122.50,-30.17
02/17/26,124.23,6695428,2.88,2.37,2.37,124.23,-30.19,122.08,127.65,122.08,-30.19
02/13/26,121.35,11008600,5.39,4.65,4.65,121.35,-31.81,126.47,127.01,119.66,-31.81
02/12/26,115.96,10090660,-3.59,-3.00,-3.00,115.96,-34.84,119.55,121.48,115.53,-34.84
02/11/26,119.55,5842371,-0.77,-0.64,-0.64,119.55,-32.82,120.96,122.35,118.13,-32.82
02/10/26,120.32,5512685,-0.99,-0.82,-0.82,120.32,-32.39,120.44,121.88,119.35,-32.39
02/09/26,121.31,4915178,-0.87,-0.71,-0.71,121.31,-31.83,121.81,122.49,120.25,-31.83
02/06/26,122.18,5352847,0.91,0.75,0.75,122.18,-31.34,121.27,122.84,119.76,-31.34
02/05/26,121.27,4057778,-3.34,-2.68,-2.68,121.27,-31.85,124.24,125.00,120.79,-31.85
02/04/26,124.61,5457057,2.53,2.08,2.08,124.61,-29.97,123.15,125.51,120.20,-29.97
02/03/26,122.08,6834497,-9.24,-7.03,-7.03,122.08,-31.40,130.24,131.06,120.10,-31.40
02/02/26,131.31,3220623,1.94,1.50,1.50,131.31,-26.21,129.50,132.48,128.39,-26.21
01/30/26,129.37,3505684,-2.40,-1.82,-1.82,129.37,-27.30,130.97,131.56,129.06,-27.30
01/29/26,131.77,4251647,0.22,0.17,0.17,131.77,-25.95,131.75,132.58,130.10,-25.95
01/28/26,131.55,2264162,-0.67,-0.51,-0.51,131.55,-26.07,132.54,134.12,131.51,-26.07
01/27/26,132.22,2530618,-1.17,-0.88,-0.88,132.22,-25.70,133.23,133.49,131.01,-25.70
01/26/26,133.39,3649200,1.24,0.94,0.94,133.39,-25.04,132.49,134.51,131.18,-25.04
01/23/26,132.15,4302887,-1.65,-1.23,-1.23,132.15,-25.74,133.21,134.82,131.71,-25.74
01/22/26,133.80,3577461,0.21,0.16,0.16,133.80,-24.81,134.32,137.21,133.51,-24.81
01/21/26,133.59,4645938,2.86,2.19,2.19,133.59,-24.93,130.73,134.97,129.70,-24.93
01/20/26,130.73,4500923,0.07,0.05,0.05,130.73,-26.54,127.83,132.04,127.83,-26.54
01/16/26,130.66,5061957,-1.94,-1.46,-1.46,130.66,-26.57,132.60,132.76,129.85,-26.57
01/15/26,132.60,4662441,-0.19,-0.14,-0.14,132.60,-25.48,134.54,135.50,131.93,-25.48
01/14/26,132.79,7681559,-7.28,-5.20,-5.20,132.79,-25.38,139.50,139.65,130.15,-25.38
01/13/26,140.07,4109111,1.56,1.13,1.13,140.07,-21.29,138.14,140.19,136.50,-21.29
01/12/26,138.51,3371083,-0.76,-0.55,-0.55,138.51,-22.16,139.28,140.24,137.02,-22.16
01/09/26,139.27,4578134,0.61,0.44,0.44,139.27,-21.74,140.01,141.40,137.91,-21.74
01/08/26,138.66,3593052,1.62,1.18,1.18,138.66,-22.08,136.11,138.78,134.55,-22.08
01/07/26,137.04,3585125,-0.98,-0.71,-0.71,137.04,-22.99,137.65,139.55,136.83,-22.99
01/06/26,138.02,3112977,2.15,1.58,1.58,138.02,-22.44,135.95,138.38,135.95,-22.44
01/05/26,135.87,4336138,2.86,2.15,2.15,135.87,-23.65,133.10,137.96,132.64,-23.65
01/02/26,133.01,3863838,-2.71,-2.00,-2.00,133.01,-25.25,135.94,136.11,132.34,-25.25
12/31/25,135.72,2188111,-1.19,-0.87,-0.87,135.72,-23.73,136.62,137.58,135.57,-23.73
12/30/25,136.91,2406200,0.29,0.21,0.21,136.91,-23.06,135.89,137.42,135.89,-23.06
12/29/25,136.62,2773301,-0.20,-0.15,-0.15,136.62,-23.23,136.50,137.16,136.16,-23.23
12/26/25,136.82,1776009,0.04,0.03,0.03,136.82,-23.11,136.73,137.21,136.15,-23.11
12/24/25,136.78,1457175,0.29,0.21,0.21,136.78,-23.14,136.01,137.99,135.81,-23.14
12/23/25,136.49,3464822,-0.46,-0.34,-0.34,136.49,-23.30,136.60,137.21,135.58,-23.30
12/22/25,136.95,5568207,1.67,1.23,1.23,136.95,-23.04,136.09,138.52,135.95,-23.04
12/19/25,135.28,10530750,1.29,0.96,0.96,135.28,-23.98,134.15,137.05,133.61,-23.98
12/18/25,133.99,4257799,0.21,0.16,0.16,133.99,-24.70,133.30,135.41,132.96,-24.70
12/17/25,133.78,6158389,1.77,1.34,1.34,133.78,-24.82,133.96,136.82,133.62,-24.82
12/16/25,132.01,4390926,0.20,0.15,0.15,132.01,-25.82,132.03,133.05,131.17,-25.82
12/15/25,131.81,5518099,3.42,2.66,2.66,131.81,-25.93,129.29,132.25,128.30,-25.93
12/12/25,128.39,3581154,0.39,0.30,0.30,128.39,-27.85,128.93,130.60,128.19,-27.85
12/11/25,128.00,5075704,0.43,0.34,0.34,128.00,-28.07,127.60,129.61,126.97,-28.07
12/10/25,127.57,4731221,2.18,1.74,1.74,127.57,-28.31,125.45,128.83,124.46,-28.31
12/09/25,125.39,3609041,3.38,2.77,2.77,125.39,-29.54,121.61,125.81,121.15,-29.54
12/08/25,122.01,4030344,-2.31,-1.86,-1.86,122.01,-31.44,124.22,124.22,120.92,-31.44
12/05/25,124.32,3962329,3.50,2.90,2.90,124.32,-30.14,120.92,124.81,120.40,-30.14
12/04/25,120.82,4024055,0.69,0.57,0.57,120.82,-32.10,120.15,121.00,119.22,-32.10
12/03/25,120.13,5485468,1.63,1.38,1.38,120.13,-32.49,118.26,120.72,117.63,-32.49
12/02/25,118.50,6681480,-0.30,-0.25,-0.25,118.50,-33.41,118.65,120.09,117.37,-33.41
12/01/25,118.80,4713156,1.81,1.55,1.55,118.80,-33.24,116.00,119.62,115.65,-33.24
11/28/25,116.99,2522283,0.25,0.21,0.21,116.99,-34.26,116.76,117.79,116.40,-34.26
11/26/25,116.74,5112234,-1.82,-1.54,-1.54,116.74,-34.40,117.99,118.04,116.40,-34.40
11/25/25,118.56,7731122,4.15,3.63,3.63,118.56,-33.37,114.47,119.24,114.47,-33.37
11/24/25,114.41,6476412,0.15,0.13,0.13,114.41,-35.71,114.67,115.05,113.38,-35.71
11/21/25,114.26,6866157,2.72,2.44,2.44,114.26,-35.79,112.17,115.69,111.84,-35.79
11/20/25,111.54,7206680,-2.90,-2.53,-2.53,111.54,-37.32,114.51,115.14,110.81,-37.32
11/19/25,114.44,4516081,-0.98,-0.85,-0.85,114.44,-35.69,115.50,115.91,114.08,-35.69
