Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
01/18/23,136.57,13392600,-4.23,-3.00,-3.00,143.64,-6.78,138.92,140.73,136.41,-11.37
01/17/23,140.80,14292880,-2.21,-1.55,-1.55,148.08,-3.90,141.17,141.54,139.23,-8.62
01/13/23,143.01,20200050,3.52,2.52,2.52,150.41,-2.39,135.60,143.49,134.80,-7.19
01/12/23,139.49,11001670,-0.14,-0.10,-0.10,146.71,-4.79,140.00,140.86,139.22,-9.47
01/11/23,139.63,8703698,1.03,0.74,0.74,146.85,-4.70,138.90,139.75,138.10,-9.38
01/10/23,138.60,9048665,1.23,0.90,0.90,145.77,-5.40,137.79,138.72,137.31,-10.05
01/09/23,137.37,8482297,-0.57,-0.41,-0.41,144.48,-6.24,138.60,138.88,136.88,-10.85
01/06/23,137.94,10029080,2.59,1.91,1.91,145.08,-5.85,136.13,138.38,134.49,-10.48
01/05/23,135.35,8381265,-1.03,-0.76,-0.02,142.35,-7.62,135.66,135.71,133.70,-12.16
01/04/23,136.38,11687640,1.26,0.93,0.93,142.38,-7.60,135.99,137.68,135.57,-11.49
01/03/23,135.12,11054780,1.02,0.76,0.76,141.07,-8.45,135.24,136.74,133.89,-12.31
12/30/22,134.10,9292519,0.88,0.66,0.66,140.00,-9.14,132.81,134.33,132.44,-12.97
12/29/22,133.22,6585228,0.76,0.57,0.57,139.08,-9.74,132.93,133.27,132.31,-13.54
12/28/22,132.46,8827738,0.72,0.55,0.55,138.29,-10.25,131.85,133.41,131.01,-14.04
12/27/22,131.74,5410991,0.46,0.35,0.35,137.54,-10.74,131.57,132.22,130.55,-14.50
12/23/22,131.28,5091905,0.62,0.47,0.47,137.06,-11.05,130.58,131.44,129.64,-14.80
12/22/22,130.66,8651131,-1.50,-1.13,-1.13,136.41,-11.47,131.10,131.30,128.41,-15.21
12/21/22,132.16,8051704,1.47,1.12,1.12,137.98,-10.46,132.18,132.98,131.77,-14.23
12/20/22,130.69,8549927,0.63,0.48,0.48,136.44,-11.45,130.97,132.05,130.20,-15.19
12/19/22,130.06,9017156,0.77,0.60,0.60,135.79,-11.88,129.65,131.33,129.09,-15.59
12/16/22,129.29,21133710,-0.81,-0.62,-0.62,134.98,-12.40,129.15,129.90,128.43,-16.09
12/15/22,130.10,12090290,-3.31,-2.48,-2.48,135.83,-11.85,131.15,132.08,129.05,-15.57
12/14/22,133.41,9966115,-0.67,-0.50,-0.50,139.28,-9.61,133.78,135.71,132.76,-13.42
12/13/22,134.08,10025380,-0.13,-0.10,-0.10,139.98,-9.16,136.89,137.09,133.08,-12.99
12/12/22,134.21,8841631,2.05,1.55,1.55,140.12,-9.07,132.40,134.65,131.60,-12.90
12/09/22,132.16,7957818,-0.72,-0.54,-0.54,137.98,-10.46,132.20,133.76,132.00,-14.23
12/08/22,132.88,8907257,1.38,1.05,1.05,138.73,-9.97,132.33,132.98,131.43,-13.76
12/07/22,131.50,11739430,-0.09,-0.07,-0.07,137.29,-10.90,131.31,133.08,130.33,-14.66
12/06/22,131.59,13966690,0.22,0.17,0.17,137.38,-10.84,133.39,135.11,129.87,-14.60
12/05/22,131.37,10154530,-3.79,-2.80,-2.80,137.15,-10.99,134.24,134.57,130.60,-14.74
12/02/22,135.16,8932057,-1.08,-0.79,-0.79,141.11,-8.42,134.49,135.35,133.34,-12.29
12/01/22,136.24,8858472,-1.94,-1.40,-1.40,142.24,-7.69,138.18,138.66,135.43,-11.58
11/30/22,138.18,14761250,1.62,1.19,1.19,144.26,-6.38,136.09,138.18,133.19,-10.33
11/29/22,136.56,7925322,2.21,1.64,1.64,142.57,-7.48,134.66,136.64,134.41,-11.38
11/28/22,134.35,9907551,-2.39,-1.75,-1.75,140.26,-8.97,136.07,136.71,134.19,-12.81
11/25/22,136.74,3220496,0.26,0.19,0.19,142.76,-7.35,136.48,137.14,136.06,-11.26
11/23/22,136.48,7316204,1.44,1.07,1.07,142.49,-7.53,134.94,136.50,134.86,-11.43
11/22/22,135.04,9185670,1.99,1.50,1.50,140.98,-8.50,134.00,135.27,133.69,-12.36
11/21/22,133.05,7800517,-0.79,-0.59,-0.59,138.91,-9.85,133.74,134.56,132.75,-13.65
11/18/22,133.84,9468537,1.30,0.98,0.98,139.73,-9.32,134.57,134.67,132.28,-13.14
11/17/22,132.54,8824558,-0.58,-0.44,-0.44,138.37,-10.20,132.00,132.89,131.28,-13.99
11/16/22,133.12,7893359,0.18,0.14,0.14,138.98,-9.81,133.00,133.56,132.03,-13.61
11/15/22,132.94,14038350,-0.97,-0.72,-0.72,138.79,-9.93,134.68,135.71,131.60,-13.73
11/14/22,133.91,11085600,-1.39,-1.03,-1.03,139.80,-9.27,134.80,135.73,133.91,-13.10
11/11/22,135.30,10704660,0.22,0.16,0.16,141.26,-8.33,135.19,136.17,133.78,-12.19
11/10/22,135.08,16351590,5.34,4.12,4.12,141.03,-8.48,132.63,135.25,132.53,-12.34
11/09/22,129.74,9493961,-1.71,-1.30,-1.30,135.45,-12.10,131.32,131.43,129.22,-15.80
11/08/22,131.45,9884053,0.08,0.06,0.06,137.24,-10.94,131.24,132.06,130.14,-14.69
11/07/22,131.37,12011160,0.69,0.53,0.53,137.15,-10.99,131.00,132.29,130.48,-14.74
11/04/22,130.68,14354350,3.48,2.74,2.74,136.43,-11.46,129.49,130.83,128.46,-15.19
11/03/22,127.20,12474360,0.23,0.18,0.18,132.80,-13.82,126.31,128.18,125.91,-17.45
11/02/22,126.97,16546090,-1.18,-0.92,-0.92,132.56,-13.97,127.65,130.36,126.64,-17.60
11/01/22,128.15,13386950,2.27,1.80,1.80,133.79,-13.17,126.87,128.28,126.33,-16.83
10/31/22,125.88,13295170,-0.20,-0.16,-0.16,131.42,-14.71,125.70,127.43,125.59,-18.31
10/28/22,126.08,11859470,1.48,1.19,1.19,131.63,-14.58,125.29,126.28,124.05,-18.18
10/27/22,124.60,10727610,0.49,0.39,0.39,130.09,-15.58,125.20,126.20,124.21,-19.14
10/26/22,124.11,11671490,1.41,1.15,1.15,129.57,-15.91,123.00,125.20,122.88,-19.46
10/25/22,122.70,11289100,0.32,0.26,0.26,128.10,-16.87,121.85,123.27,120.89,-20.37
10/24/22,122.38,12624180,0.15,0.12,0.12,127.77,-17.08,122.07,123.10,121.33,-20.58
10/21/22,122.23,20593310,6.10,5.25,5.25,127.61,-17.18,116.46,122.39,116.33,-20.68
10/20/22,116.13,12207440,-0.38,-0.33,-0.33,121.24,-21.32,117.16,118.71,115.65,-24.63
10/19/22,116.51,17072040,-2.33,-1.96,-1.96,121.64,-21.06,117.99,118.83,115.67,-24.39
10/18/22,118.84,21539680,2.98,2.57,2.57,124.07,-19.48,119.66,120.14,116.96,-22.88
10/17/22,115.86,22276270,4.67,4.20,4.20,120.96,-21.50,115.41,117.01,114.32,-24.81
10/14/22,111.19,33420140,1.82,1.66,1.66,116.08,-24.66,111.96,115.24,110.72,-27.84
10/13/22,109.37,22398710,5.76,5.56,5.56,114.18,-25.90,101.98,109.90,101.76,-29.02
10/12/22,103.61,13180960,1.65,1.62,1.62,108.17,-29.80,101.80,104.73,101.28,-32.76
10/11/22,101.96,12739700,-3.03,-2.89,-2.89,106.45,-30.92,104.37,104.54,101.85,-33.83
10/10/22,104.99,8931729,-0.99,-0.93,-0.93,109.61,-28.87,106.73,107.31,104.52,-31.86
10/07/22,105.98,11681090,-2.16,-2.00,-2.00,110.65,-28.19,107.52,107.71,105.27,-31.22
10/06/22,108.14,11521420,-2.25,-2.04,-2.04,112.90,-26.73,109.46,110.19,107.94,-29.82
10/05/22,110.39,10943500,-2.38,-2.11,-1.22,115.25,-25.21,109.75,110.95,108.83,-28.36
10/04/22,112.77,16013590,5.04,4.68,4.68,116.68,-24.28,110.61,112.99,109.86,-26.82
10/03/22,107.73,12248140,3.23,3.09,3.09,111.46,-27.66,105.62,108.36,104.46,-30.09
09/30/22,104.50,15973420,-1.66,-1.56,-1.56,108.12,-29.83,106.06,107.62,104.40,-32.18
09/29/22,106.16,12713930,-1.83,-1.69,-1.69,109.84,-28.72,106.95,107.28,104.40,-31.11
09/28/22,107.99,12762600,2.14,2.02,2.02,111.73,-27.49,105.95,108.73,105.64,-29.92
09/27/22,105.85,12793610,-0.94,-0.88,-0.88,109.52,-28.93,107.75,108.17,104.65,-31.31
09/26/22,106.79,15753580,-2.35,-2.15,-2.15,110.49,-28.30,108.00,109.61,106.06,-30.70
09/23/22,109.14,18138570,-2.07,-1.86,-1.86,112.92,-26.72,110.05,110.34,107.16,-29.17
09/22/22,111.21,11684460,-1.28,-1.14,-1.14,115.06,-25.33,113.38,113.60,111.07,-27.83
09/21/22,112.49,12606280,-3.34,-2.88,-2.88,116.39,-24.47,116.54,116.60,112.42,-27.00
09/20/22,115.83,9619026,-2.33,-1.97,-1.97,119.84,-22.23,117.41,117.69,114.64,-24.83
09/19/22,118.16,8201305,1.08,0.92,0.92,122.25,-20.66,116.00,118.73,115.51,-23.32
09/16/22,117.08,14844140,-0.79,-0.67,-0.67,121.14,-21.39,117.39,117.40,115.37,-24.02
09/15/22,117.87,10821440,1.75,1.51,1.51,121.95,-20.86,116.12,119.38,115.76,-23.51
09/14/22,116.12,9345718,-0.27,-0.23,-0.23,120.14,-22.03,116.70,117.84,114.88,-24.64
09/13/22,116.39,12904580,-4.19,-3.47,-3.47,120.42,-21.85,118.07,118.92,115.78,-24.47
09/12/22,120.58,8614630,1.41,1.18,1.18,124.76,-19.04,120.62,121.55,119.79,-21.75
09/09/22,119.17,9302228,0.57,0.48,0.48,123.30,-19.98,119.14,120.05,118.67,-22.66
09/08/22,118.60,11434980,2.70,2.33,2.33,122.71,-20.37,115.28,118.79,114.63,-23.03
09/07/22,115.90,10647870,2.16,1.90,1.90,119.92,-22.18,113.13,116.11,112.76,-24.78
